Time, SA, RA, OS, Fast, AV, His, RBB, RVA, RV
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.001000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0.002000, 44.500000, 0.000000, 0.000000, 0.000000, 44.500000, 0.000000, 44.500000, 0.000000, 0.000000
0.003000, 44.500000, 0.000000, 0.000000, 0.000000, 44.500000, 0.000000, 44.500000, 0.000000, 0.000000
0.004000, 128.516246, 0.000000, 0.000000, 0.000000, 128.516246, 0.000000, 128.516246, 0.000000, 0.000000
0.005000, 131.100000, 0.000000, 0.000000, 0.000000, 131.100000, 0.000000, 131.100000, 0.000000, 0.000000
0.006000, 131.100000, 0.000000, 0.000000, 0.000000, 131.100000, 0.000000, 131.100000, 0.000000, 0.000000
0.007000, 130.108022, 0.000000, 0.000000, 0.000000, 130.108022, 0.000000, 130.133285, 0.000000, 0.000000
0.008000, 129.152625, 0.000000, 0.000000, 0.000000, 129.152625, 0.000000, 129.203925, 0.000000, 0.000000
0.009000, 128.232561, 0.000000, 0.000000, 0.000000, 128.232561, 0.000000, 128.310693, 0.000000, 0.000000
0.010000, 127.346624, 0.000000, 0.000000, 0.000000, 127.346624, 0.000000, 127.452399, 0.000000, 0.000000
0.011000, 126.493643, 0.000000, 0.000000, 0.000000, 126.493643, 0.000000, 126.627894, 0.000000, 0.000000
0.012000, 125.672489, 0.000000, 0.000000, 0.000000, 125.672489, 0.000000, 125.836066, 44.500000, 0.000000
0.013000, 124.882066, 0.000000, 0.000000, 0.000000, 124.882066, 0.000000, 125.075840, 44.500000, 0.000000
0.014000, 124.121313, 0.000000, 0.000000, 0.000000, 124.121313, 0.000000, 124.346176, 128.516246, 0.000000
0.015000, 123.389203, 0.000000, 0.000000, 0.000000, 123.389203, 0.000000, 123.646067, 131.100000, 0.000000
0.016000, 122.684741, 0.000000, 0.000000, 0.000000, 122.684741, 0.000000, 122.974540, 131.100000, 0.000000
0.017000, 122.006965, 0.000000, 0.000000, 0.000000, 122.006965, 0.000000, 122.330655, 130.133285, 0.000000
0.018000, 121.354941, 0.000000, 0.000000, 0.000000, 121.354941, 0.000000, 121.713499, 129.203925, 0.000000
0.019000, 120.727767, 0.000000, 0.000000, 0.000000, 120.727767, 0.000000, 121.122193, 128.310693, 0.000000
0.020000, 120.124566, 0.000000, 0.000000, 0.000000, 120.124566, 0.000000, 120.555884, 127.452399, 0.000000
0.021000, 119.544492, 0.000000, 0.000000, 0.000000, 119.544492, 0.000000, 120.013748, 126.627894, 0.000000
0.022000, 118.986722, 0.000000, 0.000000, 0.000000, 118.986722, 0.000000, 119.494988, 125.836066, 0.000000
0.023000, 118.450461, 0.000000, 0.000000, 0.000000, 118.450461, 0.000000, 118.998833, 125.075840, 0.000000
0.024000, 117.934937, 0.000000, 0.000000, 0.000000, 117.934937, 0.000000, 118.524537, 124.346176, 0.000000
0.025000, 117.439403, 0.000000, 0.000000, 0.000000, 117.439403, 0.000000, 118.071378, 123.646067, 0.000000
0.026000, 116.963136, 0.000000, 0.000000, 0.000000, 116.963136, 0.000000, 117.638658, 122.974540, 0.000000
0.027000, 116.505431, 44.500000, 44.500000, 0.000000, 116.505431, 0.000000, 117.225702, 122.330655, 44.500000
0.028000, 116.065610, 44.500000, 44.500000, 0.000000, 116.065610, 0.000000, 116.831856, 121.713499, 44.500000
0.029000, 115.643011, 128.516246, 128.516246, 0.000000, 115.643011, 0.000000, 116.456489, 121.122193, 128.516246
0.030000, 115.236995, 131.100000, 131.100000, 0.000000, 115.236995, 0.000000, 116.098989, 120.555884, 131.100000
0.031000, 114.846942, 131.100000, 131.100000, 0.000000, 114.846942, 0.000000, 115.758765, 120.013748, 131.100000
0.032000, 114.472248, 130.108022, 130.108022, 0.000000, 114.472248, 0.000000, 115.435244, 119.494988, 130.133285
0.033000, 114.112331, 129.152625, 129.152625, 0.000000, 114.112331, 0.000000, 115.127873, 118.998833, 129.203925
0.034000, 113.766623, 128.232561, 128.232561, 0.000000, 113.766623, 0.000000, 114.836117, 118.524537, 128.310693
0.035000, 113.434575, 127.346624, 127.346624, 0.000000, 113.434575, 0.000000, 114.559457, 118.071378, 127.452399
0.036000, 113.115653, 126.493643, 126.493643, 0.000000, 113.115653, 0.000000, 114.297392, 117.638658, 126.627894
0.037000, 112.809338, 125.672489, 125.672489, 0.000000, 112.809338, 44.500000, 114.049438, 117.225702, 125.836066
0.038000, 112.515128, 124.882066, 124.882066, 0.000000, 112.515128, 44.500000, 113.815124, 116.831856, 125.075840
0.039000, 112.232534, 124.121313, 124.121313, 0.000000, 112.232534, 128.516246, 113.593997, 116.456489, 124.346176
0.040000, 111.961081, 123.389203, 123.389203, 0.000000, 111.961081, 131.100000, 113.385618, 116.098989, 123.646067
0.041000, 111.700310, 122.684741, 122.684741, 0.000000, 111.700310, 131.100000, 113.189562, 115.758765, 122.974540
0.042000, 111.449770, 122.006965, 122.006965, 44.500000, 111.449770, 130.133285, 113.005416, 115.435244, 122.330655
0.043000, 111.209027, 121.354941, 121.354941, 44.500000, 111.209027, 129.203925, 112.832785, 115.127873, 121.713499
0.044000, 110.977658, 120.727767, 120.727767, 128.516246, 110.977658, 128.310693, 112.671281, 114.836117, 121.122193
0.045000, 110.755251, 120.124566, 120.124566, 131.100000, 110.755251, 127.452399, 112.520534, 114.559457, 120.555884
0.046000, 110.541405, 119.544492, 119.544492, 131.100000, 110.541405, 126.627894, 112.380182, 114.297392, 120.013748
0.047000, 110.335730, 118.986722, 118.986722, 130.113636, 110.335730, 125.836066, 112.249876, 114.049438, 119.494988
0.048000, 110.137848, 118.450461, 118.450461, 129.164064, 110.137848, 125.075840, 112.129279, 113.815124, 118.998833
0.049000, 109.947388, 117.934937, 117.934937, 128.250042, 109.947388, 124.346176, 112.018063, 113.593997, 118.524537
0.050000, 109.763991, 117.439403, 117.439403, 127.370370, 109.763991, 123.646067, 111.915914, 113.385618, 118.071378
0.051000, 109.587307, 116.963136, 116.963136, 126.523885, 109.587307, 122.974540, 111.822524, 113.189562, 117.638658
0.052000, 109.416993, 116.505431, 116.505431, 125.709462, 109.416993, 122.330655, 111.737597, 113.005416, 117.225702
0.053000, 109.252718, 116.065610, 116.065610, 124.926012, 109.252718, 121.713499, 111.660847, 112.832785, 116.831856
0.054000, 109.094156, 115.643011, 115.643011, 124.172482, 109.094156, 121.122193, 111.591995, 112.671281, 116.456489
0.055000, 108.940991, 115.236995, 115.236995, 123.447851, 108.940991, 120.555884, 111.530775, 112.520534, 116.098989
0.056000, 108.792913, 114.846942, 114.846942, 122.751131, 108.792913, 120.013748, 111.476924, 112.380182, 115.758765
0.057000, 108.649619, 114.472248, 114.472248, 122.081368, 108.649619, 119.494988, 111.430193, 112.249876, 115.435244
0.058000, 108.510817, 114.112331, 114.112331, 121.437636, 108.510817, 118.998833, 111.390336, 112.129279, 115.127873
0.059000, 108.376216, 113.766623, 113.766623, 120.819038, 108.376216, 118.524537, 111.357118, 112.018063, 114.836117
0.060000, 108.245535, 113.434575, 113.434575, 120.224707, 108.245535, 118.071378, 111.330311, 111.915914, 114.559457
0.061000, 108.118498, 113.115653, 113.115653, 119.653804, 108.118498, 117.638658, 111.309693, 111.822524, 114.297392
0.062000, 107.994836, 112.809338, 112.809338, 119.105516, 107.994836, 117.225702, 111.295051, 111.737597, 114.049438
0.063000, 107.874284, 112.515128, 112.515128, 118.579054, 107.874284, 116.831856, 111.286176, 111.660847, 113.815124
0.064000, 107.756583, 112.232534, 112.232534, 118.073656, 107.756583, 116.456489, 111.282869, 111.591995, 113.593997
0.065000, 107.641480, 111.961081, 111.961081, 117.588585, 107.641480, 116.098989, 111.284934, 111.530775, 113.385618
0.066000, 107.528726, 111.700310, 111.700310, 117.123123, 107.528726, 115.758765, 111.292184, 111.476924, 113.189562
0.067000, 107.418076, 111.449770, 111.449770, 116.676579, 107.418076, 115.435244, 111.304436, 111.430193, 113.005416
0.068000, 107.309291, 111.209027, 111.209027, 116.248281, 107.309291, 115.127873, 111.321513, 111.390336, 112.832785
0.069000, 107.202136, 110.977658, 110.977658, 115.837579, 107.202136, 114.836117, 111.343243, 111.357118, 112.671281
0.070000, 107.096379, 110.755251, 110.755251, 115.443843, 107.096379, 114.559457, 111.369463, 111.330311, 112.520534
0.071000, 106.991791, 110.541405, 110.541405, 115.066463, 106.991791, 114.297392, 111.400010, 111.309693, 112.380182
0.072000, 106.888150, 110.335730, 110.335730, 114.704847, 106.888150, 114.049438, 111.434729, 111.295051, 112.249876
0.073000, 106.785235, 110.137848, 110.137848, 114.358421, 106.785235, 113.815124, 111.473469, 111.286176, 112.129279
0.074000, 106.682828, 109.947388, 109.947388, 114.026630, 106.682828, 113.593997, 111.516084, 111.282869, 112.018063
0.075000, 106.580714, 109.763991, 109.763991, 113.708935, 106.580714, 113.385618, 111.562433, 111.284934, 111.915914
0.076000, 106.478682, 109.587307, 109.587307, 113.404815, 106.478682, 113.189562, 111.612378, 111.292184, 111.822524
0.077000, 106.376523, 109.416993, 109.416993, 113.113762, 106.376523, 113.005416, 111.665787, 111.304436, 111.737597
0.078000, 106.274032, 109.252718, 109.252718, 112.835286, 106.274032, 112.832785, 111.722529, 111.321513, 111.660847
0.079000, 106.171003, 109.094156, 109.094156, 112.568911, 106.171003, 112.671281, 111.782481, 111.343243, 111.591995
0.080000, 106.067235, 108.940991, 108.940991, 112.314174, 106.067235, 112.520534, 111.845521, 111.369463, 111.530775
0.081000, 105.962528, 108.792913, 108.792913, 112.070628, 105.962528, 112.380182, 111.911531, 111.400010, 111.476924
0.082000, 105.856683, 108.649619, 108.649619, 111.837838, 105.856683, 112.249876, 111.980397, 111.434729, 111.430193
0.083000, 105.749506, 108.510817, 108.510817, 111.615382, 105.749506, 112.129279, 112.052009, 111.473469, 111.390336
0.084000, 105.640800, 108.376216, 108.376216, 111.402850, 105.640800, 112.018063, 112.126260, 111.516084, 111.357118
0.085000, 105.530373, 108.245535, 108.245535, 111.199846, 105.530373, 111.915914, 112.203045, 111.562433, 111.330311
0.086000, 105.418031, 108.118498, 108.118498, 111.005982, 105.418031, 111.822524, 112.282263, 111.612378, 111.309693
0.087000, 105.303585, 107.994836, 107.994836, 110.820885, 105.303585, 111.737597, 112.363816, 111.665787, 111.295051
0.088000, 105.186844, 107.874284, 107.874284, 110.644190, 105.186844, 111.660847, 112.447610, 111.722529, 111.286176
0.089000, 105.067619, 107.756583, 107.756583, 110.475544, 105.067619, 111.591995, 112.533551, 111.782481, 111.282869
0.090000, 104.945721, 107.641480, 107.641480, 110.314603, 104.945721, 111.530775, 112.621551, 111.845521, 111.284934
0.091000, 104.820962, 107.528726, 107.528726, 110.161032, 104.820962, 111.476924, 112.711522, 111.911531, 111.292184
0.092000, 104.693154, 107.418076, 107.418076, 110.014509, 104.693154, 111.430193, 112.803379, 111.980397, 111.304436
0.093000, 104.562111, 107.309291, 107.309291, 109.874715, 104.562111, 111.390336, 112.897040, 112.052009, 111.321513
0.094000, 104.427644, 107.202136, 107.202136, 109.741345, 104.427644, 111.357118, 112.992427, 112.126260, 111.343243
0.095000, 104.289568, 107.096379, 107.096379, 109.614100, 104.289568, 111.330311, 113.089460, 112.203045, 111.369463
0.096000, 104.147695, 106.991791, 106.991791, 109.492689, 104.147695, 111.309693, 113.188064, 112.282263, 111.400010
0.097000, 104.001837, 106.888150, 106.888150, 109.376829, 104.001837, 111.295051, 113.288167, 112.363816, 111.434729
0.098000, 103.851807, 106.785235, 106.785235, 109.266244, 103.851807, 111.286176, 113.389697, 112.447610, 111.473469
0.099000, 103.697416, 106.682828, 106.682828, 109.160666, 103.697416, 111.282869, 113.492585, 112.533551, 111.516084
0.100000, 103.538477, 106.580714, 106.580714, 109.059833, 103.538477, 111.284934, 113.596763, 112.621551, 111.562433
0.101000, 103.374799, 106.478682, 106.478682, 108.963491, 103.374799, 111.292184, 113.702165, 112.711522, 111.612378
0.102000, 103.206193, 106.376523, 106.376523, 108.871390, 103.206193, 111.304436, 113.808729, 112.803379, 111.665787
0.103000, 103.032467, 106.274032, 106.274032, 108.783289, 103.032467, 111.321513, 113.916391, 112.897040, 111.722529
0.104000, 102.853430, 106.171003, 106.171003, 108.698951, 102.853430, 111.343243, 114.025091, 112.992427, 111.782481
0.105000, 102.668888, 106.067235, 106.067235, 108.618144, 102.668888, 111.369463, 114.134771, 113.089460, 111.845521
0.106000, 102.478647, 105.962528, 105.962528, 108.540645, 102.478647, 111.400010, 114.245372, 113.188064, 111.911531
0.107000, 102.282512, 105.856683, 105.856683, 108.466231, 102.282512, 111.434729, 114.356840, 113.288167, 111.980397
0.108000, 102.080285, 105.749506, 105.749506, 108.394689, 102.080285, 111.473469, 114.469118, 113.389697, 112.052009
0.109000, 101.871767, 105.640800, 105.640800, 108.325807, 101.871767, 111.516084, 114.582155, 113.492585, 112.126260
0.110000, 101.656758, 105.530373, 105.530373, 108.259380, 101.656758, 111.562433, 114.695898, 113.596763, 112.203045
0.111000, 101.435056, 105.418031, 105.418031, 108.195207, 101.435056, 111.612378, 114.810297, 113.702165, 112.282263
0.112000, 101.206457, 105.303585, 105.303585, 108.133089, 101.206457, 111.665787, 114.925301, 113.808729, 112.363816
0.113000, 100.970754, 105.186844, 105.186844, 108.072835, 100.970754, 111.722529, 115.040864, 113.916391, 112.447610
0.114000, 100.727740, 105.067619, 105.067619, 108.014254, 100.727740, 111.782481, 115.156937, 114.025091, 112.533551
0.115000, 100.477205, 104.945721, 104.945721, 107.957162, 100.477205, 111.845521, 115.273476, 114.134771, 112.621551
0.116000, 100.218934, 104.820962, 104.820962, 107.901375, 100.218934, 111.911531, 115.390434, 114.245372, 112.711522
0.117000, 99.952715, 104.693154, 104.693154, 107.846716, 99.952715, 111.980397, 115.507768, 114.356840, 112.803379
0.118000, 99.678328, 104.562111, 104.562111, 107.793009, 99.678328, 112.052009, 115.625434, 114.469118, 112.897040
0.119000, 99.395554, 104.427644, 104.427644, 107.740080, 99.395554, 112.126260, 115.743392, 114.582155, 112.992427
0.120000, 99.104169, 104.289568, 104.289568, 107.687762, 99.104169, 112.203045, 115.861599, 114.695898, 113.089460
0.121000, 98.803948, 104.147695, 104.147695, 107.635886, 98.803948, 112.282263, 115.980015, 114.810297, 113.188064
0.122000, 98.494662, 104.001837, 104.001837, 107.584289, 98.494662, 112.363816, 116.098600, 114.925301, 113.288167
0.123000, 98.176079, 103.851807, 103.851807, 107.532809, 98.176079, 112.447610, 116.217317, 115.040864, 113.389697
0.124000, 97.847964, 103.697416, 103.697416, 107.481287, 97.847964, 112.533551, 116.336126, 115.156937, 113.492585
0.125000, 97.510078, 103.538477, 103.538477, 107.429565, 97.510078, 112.621551, 116.454991, 115.273476, 113.596763
0.126000, 97.162181, 103.374799, 103.374799, 107.377488, 97.162181, 112.711522, 116.573875, 115.390434, 113.702165
0.127000, 96.804026, 103.206193, 103.206193, 107.324903, 96.804026, 112.803379, 116.692742, 115.507768, 113.808729
0.128000, 96.435364, 103.032467, 103.032467, 107.271660, 96.435364, 112.897040, 116.811557, 115.625434, 113.916391
0.129000, 96.055944, 102.853430, 102.853430, 107.217607, 96.055944, 112.992427, 116.930286, 115.743392, 114.025091
0.130000, 95.665508, 102.668888, 102.668888, 107.162598, 95.665508, 113.089460, 117.048893, 115.861599, 114.134771
0.131000, 95.263797, 102.478647, 102.478647, 107.106486, 95.263797, 113.188064, 117.167347, 115.980015, 114.245372
0.132000, 94.850545, 102.282512, 102.282512, 107.049126, 94.850545, 113.288167, 117.285613, 116.098600, 114.356840
0.133000, 94.425484, 102.080285, 102.080285, 106.990374, 94.425484, 113.389697, 117.403659, 116.217317, 114.469118
0.134000, 93.988341, 101.871767, 101.871767, 106.930087, 93.988341, 113.492585, 117.521454, 116.336126, 114.582155
0.135000, 93.538839, 101.656758, 101.656758, 106.868124, 93.538839, 113.596763, 117.638966, 116.454991, 114.695898
0.136000, 93.076694, 101.435056, 101.435056, 106.804344, 93.076694, 113.702165, 117.756164, 116.573875, 114.810297
0.137000, 92.601622, 101.206457, 101.206457, 106.738608, 92.601622, 113.808729, 117.873016, 116.692742, 114.925301
0.138000, 92.113330, 100.970754, 100.970754, 106.670777, 92.113330, 113.916391, 117.989494, 116.811557, 115.040864
0.139000, 91.611522, 100.727740, 100.727740, 106.600711, 91.611522, 114.025091, 118.105567, 116.930286, 115.156937
0.140000, 91.095896, 100.477205, 100.477205, 106.528275, 91.095896, 114.134771, 118.221206, 117.048893, 115.273476
0.141000, 90.566145, 100.218934, 100.218934, 106.453330, 90.566145, 114.245372, 118.336381, 117.167347, 115.390434
0.142000, 90.021959, 99.952715, 99.952715, 106.375740, 90.021959, 114.356840, 118.451064, 117.285613, 115.507768
0.143000, 89.463019, 99.678328, 99.678328, 106.295368, 89.463019, 114.469118, 118.565226, 117.403659, 115.625434
0.144000, 88.889002, 99.395554, 99.395554, 106.212078, 88.889002, 114.582155, 118.678839, 117.521454, 115.743392
0.145000, 88.299580, 99.104169, 99.104169, 106.125735, 88.299580, 114.695898, 118.791875, 117.638966, 115.861599
0.146000, 87.694418, 98.803948, 98.803948, 106.036201, 87.694418, 114.810297, 118.904306, 117.756164, 115.980015
0.147000, 87.073176, 98.494662, 98.494662, 105.943342, 87.073176, 114.925301, 119.016106, 117.873016, 116.098600
0.148000, 86.435507, 98.176079, 98.176079, 105.847021, 86.435507, 115.040864, 119.127245, 117.989494, 116.217317
0.149000, 85.781059, 97.847964, 97.847964, 105.747102, 85.781059, 115.156937, 119.237699, 118.105567, 116.336126
0.150000, 85.109471, 97.510078, 97.510078, 105.643449, 85.109471, 115.273476, 119.347440, 118.221206, 116.454991
0.151000, 84.420379, 97.162181, 97.162181, 105.535924, 84.420379, 115.390434, 119.456440, 118.336381, 116.573875
0.152000, 83.713410, 96.804026, 96.804026, 105.424390, 83.713410, 115.507768, 119.564674, 118.451064, 116.692742
0.153000, 82.988184, 96.435364, 96.435364, 105.308711, 82.988184, 115.625434, 119.672116, 118.565226, 116.811557
0.154000, 82.244314, 96.055944, 96.055944, 105.188747, 82.244314, 115.743392, 119.778739, 118.678839, 116.930286
0.155000, 81.481409, 95.665508, 95.665508, 105.064359, 81.481409, 115.861599, 119.884517, 118.791875, 117.048893
0.156000, 80.699065, 95.263797, 95.263797, 104.935409, 80.699065, 115.980015, 119.989425, 118.904306, 117.167347
0.157000, 79.896876, 94.850545, 94.850545, 104.801756, 79.896876, 116.098600, 120.093435, 119.016106, 117.285613
0.158000, 79.074425, 94.425484, 94.425484, 104.663259, 79.074425, 116.217317, 120.196524, 119.127245, 117.403659
0.159000, 78.231289, 93.988341, 93.988341, 104.519776, 78.231289, 116.336126, 120.298664, 119.237699, 117.521454
0.160000, 77.367035, 93.538839, 93.538839, 104.371164, 77.367035, 116.454991, 120.399830, 119.347440, 117.638966
0.161000, 76.481224, 93.076694, 93.076694, 104.217278, 76.481224, 116.573875, 120.499998, 119.456440, 117.756164
0.162000, 75.573408, 92.601622, 92.601622, 104.057974, 75.573408, 116.692742, 120.599141, 119.564674, 117.873016
0.163000, 74.643129, 92.113330, 92.113330, 103.893105, 74.643129, 116.811557, 120.697233, 119.672116, 117.989494
0.164000, 73.689922, 91.611522, 91.611522, 103.722524, 73.689922, 116.930286, 120.794250, 119.778739, 118.105567
0.165000, 72.713313, 91.095896, 91.095896, 103.546082, 72.713313, 117.048893, 120.890166, 119.884517, 118.221206
0.166000, 71.712819, 90.566145, 90.566145, 103.363629, 71.712819, 117.167347, 120.984956, 119.989425, 118.336381
0.167000, 70.687947, 90.021959, 90.021959, 103.175012, 70.687947, 117.285613, 121.078594, 120.093435, 118.451064
0.168000, 69.638194, 89.463019, 89.463019, 102.980079, 69.638194, 117.403659, 121.171054, 120.196524, 118.565226
0.169000, 68.563050, 88.889002, 88.889002, 102.778675, 68.563050, 117.521454, 121.262312, 120.298664, 118.678839
0.170000, 67.461992, 88.299580, 88.299580, 102.570643, 67.461992, 117.638966, 121.352342, 120.399830, 118.791875
0.171000, 66.334489, 87.694418, 87.694418, 102.355826, 66.334489, 117.756164, 121.441117, 120.499998, 118.904306
0.172000, 65.179999, 87.073176, 87.073176, 102.134062, 65.179999, 117.873016, 121.528614, 120.599141, 119.016106
0.173000, 63.997969, 86.435507, 86.435507, 101.905191, 63.997969, 117.989494, 121.614805, 120.697233, 119.127245
0.174000, 62.787838, 85.781059, 85.781059, 101.669049, 62.787838, 118.105567, 121.699666, 120.794250, 119.237699
0.175000, 61.549030, 85.109471, 85.109471, 101.425470, 61.549030, 118.221206, 121.783170, 120.890166, 119.347440
0.176000, 60.280960, 84.420379, 84.420379, 101.174286, 60.280960, 118.336381, 121.865293, 120.984956, 119.456440
0.177000, 58.983033, 83.713410, 83.713410, 100.915327, 58.983033, 118.451064, 121.946006, 121.078594, 119.564674
0.178000, 57.654640, 82.988184, 82.988184, 100.648422, 57.654640, 118.565226, 122.025286, 121.171054, 119.672116
0.179000, 56.295161, 82.244314, 82.244314, 100.373395, 56.295161, 118.678839, 122.103105, 121.262312, 119.778739
0.180000, 54.903965, 81.481409, 81.481409, 100.090071, 54.903965, 118.791875, 122.179437, 121.352342, 119.884517
0.181000, 53.480406, 80.699065, 80.699065, 99.798271, 53.480406, 118.904306, 122.254257, 121.441117, 119.989425
0.182000, 52.023829, 79.896876, 79.896876, 99.497812, 52.023829, 119.016106, 122.327537, 121.528614, 120.093435
0.183000, 50.533564, 79.074425, 79.074425, 99.188511, 50.533564, 119.127245, 122.399250, 121.614805, 120.196524
0.184000, 49.008928, 78.231289, 78.231289, 98.870182, 49.008928, 119.237699, 122.469371, 121.699666, 120.298664
0.185000, 47.449224, 77.367035, 77.367035, 98.542635, 47.449224, 119.347440, 122.537871, 121.783170, 120.399830
0.186000, 45.853743, 76.481224, 76.481224, 98.205679, 45.853743, 119.456440, 122.604725, 121.865293, 120.499998
0.187000, 44.221762, 75.573408, 75.573408, 97.859117, 44.221762, 119.564674, 122.669904, 121.946006, 120.599141
0.188000, 42.552543, 74.643129, 74.643129, 97.502754, 42.552543, 119.672116, 122.733382, 122.025286, 120.697233
0.189000, 40.845333, 73.689922, 73.689922, 97.136388, 40.845333, 119.778739, 122.795131, 122.103105, 120.794250
0.190000, 39.099366, 72.713313, 72.713313, 96.759816, 39.099366, 119.884517, 122.855122, 122.179437, 120.890166
0.191000, 37.313859, 71.712819, 71.712819, 96.372831, 37.313859, 119.989425, 122.913329, 122.254257, 120.984956
0.192000, 35.488014, 70.687947, 70.687947, 95.975223, 35.488014, 120.093435, 122.969723, 122.327537, 121.078594
0.193000, 33.621020, 69.638194, 69.638194, 95.566780, 33.621020, 120.196524, 123.024275, 122.399250, 121.171054
0.194000, 31.712047, 68.563050, 68.563050, 95.147285, 31.712047, 120.298664, 123.076957, 122.469371, 121.262312
0.195000, 30.000000, 67.461992, 67.461992, 94.716517, 30.000000, 120.399830, 123.127741, 122.537871, 121.352342
0.196000, 30.000000, 66.334489, 66.334489, 94.274255, 30.000000, 120.499998, 123.176597, 122.604725, 121.441117
0.197000, 24.356904, 65.179999, 65.179999, 93.820271, 24.356904, 120.599141, 123.223496, 122.669904, 121.528614
0.198000, 19.777173, 63.997969, 63.997969, 93.354334, 19.777173, 120.697233, 123.268409, 122.733382, 121.614805
0.199000, 16.060439, 62.787838, 62.787838, 92.876212, 16.060439, 120.794250, 123.311306, 122.795131, 121.699666
0.200000, 13.044085, 61.549030, 61.549030, 92.385666, 13.044085, 120.890166, 123.352158, 122.855122, 121.783170
0.201000, 10.596132, 60.280960, 60.280960, 91.882454, 10.596132, 120.984956, 123.390933, 122.913329, 121.865293
0.202000, 8.609467, 58.983033, 58.983033, 91.366330, 8.609467, 121.078594, 123.427602, 122.969723, 121.946006
0.203000, 6.997160, 57.654640, 57.654640, 90.837046, 6.997160, 121.171054, 123.462135, 123.024275, 122.025286
0.204000, 5.688662, 56.295161, 56.295161, 90.294347, 5.688662, 121.262312, 123.494499, 123.076957, 122.103105
0.205000, 4.626716, 54.903965, 54.903965, 89.737976, 4.626716, 121.352342, 123.524664, 123.127741, 122.179437
0.206000, 3.764855, 53.480406, 53.480406, 89.167669, 3.764855, 121.441117, 123.552599, 123.176597, 122.254257
0.207000, 3.065369, 52.023829, 52.023829, 88.583162, 3.065369, 121.528614, 123.578272, 123.223496, 122.327537
0.208000, 2.497654, 50.533564, 50.533564, 87.984181, 2.497654, 121.614805, 123.601650, 123.268409, 122.399250
0.209000, 2.036874, 49.008928, 49.008928, 87.370453, 2.036874, 121.699666, 123.622703, 123.311306, 122.469371
0.210000, 1.662873, 47.449224, 47.449224, 86.741697, 1.662873, 121.783170, 123.641396, 123.352158, 122.537871
0.211000, 1.359294, 45.853743, 45.853743, 86.097628, 1.359294, 121.865293, 123.657697, 123.390933, 122.604725
0.212000, 1.112863, 44.221762, 44.221762, 85.437956, 1.112863, 121.946006, 123.671572, 123.427602, 122.669904
0.213000, 0.912808, 42.552543, 42.552543, 84.762387, 0.912808, 122.025286, 123.682990, 123.462135, 122.733382
0.214000, 0.750387, 40.845333, 40.845333, 84.070620, 0.750387, 122.103105, 123.691914, 123.494499, 122.795131
0.215000, 0.618505, 39.099366, 39.099366, 83.362352, 0.618505, 122.179437, 123.698313, 123.524664, 122.855122
0.216000, 0.511407, 37.313859, 37.313859, 82.637272, 0.511407, 122.254257, 123.702150, 123.552599, 122.913329
0.217000, 0.424420, 35.488014, 35.488014, 81.895065, 0.424420, 122.327537, 123.703391, 123.578272, 122.969723
0.218000, 0.353754, 33.621020, 33.621020, 81.135410, 0.353754, 122.399250, 123.702001, 123.601650, 123.024275
0.219000, 0.296332, 31.712047, 31.712047, 80.357981, 0.296332, 122.469371, 123.697944, 123.622703, 123.076957
0.220000, 0.249657, 30.000000, 30.000000, 79.562447, 0.249657, 122.537871, 123.691185, 123.641396, 123.127741
0.221000, 0.211704, 30.000000, 30.000000, 78.748469, 0.211704, 122.604725, 123.681687, 123.657697, 123.176597
0.222000, 0.180829, 24.356904, 24.356904, 77.915704, 0.180829, 122.669904, 123.669415, 123.671572, 123.223496
0.223000, 0.155698, 19.777173, 19.777173, 77.063803, 0.155698, 122.733382, 123.654330, 123.682990, 123.268409
0.224000, 0.135229, 16.060439, 16.060439, 76.192411, 0.135229, 122.795131, 123.636396, 123.691914, 123.311306
0.225000, 0.118543, 13.044085, 13.044085, 75.301166, 0.118543, 122.855122, 123.615574, 123.698313, 123.352158
0.226000, 0.104927, 10.596132, 10.596132, 74.389700, 0.104927, 122.913329, 123.591828, 123.702150, 123.390933
0.227000, 0.093803, 8.609467, 8.609467, 73.457639, 0.093803, 122.969723, 123.565118, 123.703391, 123.427602
0.228000, 0.084702, 6.997160, 6.997160, 72.504602, 0.084702, 123.024275, 123.535406, 123.702001, 123.462135
0.229000, 0.077243, 5.688662, 5.688662, 71.530203, 0.077243, 123.076957, 123.502652, 123.697944, 123.494499
0.230000, 0.071116, 4.626716, 4.626716, 70.534045, 0.071116, 123.127741, 123.466817, 123.691185, 123.524664
0.231000, 0.066072, 3.764855, 3.764855, 69.515729, 0.066072, 123.176597, 123.427861, 123.681687, 123.552599
0.232000, 0.061907, 3.065369, 3.065369, 68.474847, 0.061907, 123.223496, 123.385743, 123.669415, 123.578272
0.233000, 0.058455, 2.497654, 2.497654, 67.410983, 0.058455, 123.268409, 123.340422, 123.654330, 123.601650
0.234000, 0.055583, 2.036874, 2.036874, 66.323714, 0.055583, 123.311306, 123.291858, 123.636396, 123.622703
0.235000, 0.053181, 1.662873, 1.662873, 65.212611, 0.053181, 123.352158, 123.240008, 123.615574, 123.641396
